,customer_id,address,postcode,state,country,property_valuation,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
13910,2501,24 Helena Alley,2566,NSW,Australia,9,2017-11-12,False,Approved,OHM Cycles,Road,high,large,12.01,7.21,34165.0,Meaddowcroft,Meaddowcroft,Female,80.0,1971-07-12,Actuary,Financial Services,Mass Customer,No,Yes,10.0
13911,2501,24 Helena Alley,2566,NSW,Australia,9,2017-11-05,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,33549.0,Meaddowcroft,Meaddowcroft,Female,80.0,1971-07-12,Actuary,Financial Services,Mass Customer,No,Yes,10.0
13912,2501,24 Helena Alley,2566,NSW,Australia,9,2017-08-15,True,Approved,Solex,Standard,medium,medium,1577.53,826.51,39427.0,Meaddowcroft,Meaddowcroft,Female,80.0,1971-07-12,Actuary,Financial Services,Mass Customer,No,Yes,10.0
13913,2501,24 Helena Alley,2566,NSW,Australia,9,2017-05-01,False,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0,Meaddowcroft,Meaddowcroft,Female,80.0,1971-07-12,Actuary,Financial Services,Mass Customer,No,Yes,10.0
13914,2501,24 Helena Alley,2566,NSW,Australia,9,2017-02-03,False,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,41064.0,Meaddowcroft,Meaddowcroft,Female,80.0,1971-07-12,Actuary,Financial Services,Mass Customer,No,Yes,10.0
13915,2502,77410 Bluejay Street,3046,VIC,Australia,9,2017-12-16,True,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,34586.0,Mussington,Mussington,Female,6.0,1964-08-23,Structural Engineer,Manufacturing,Mass Customer,No,Yes,11.0
13916,2502,77410 Bluejay Street,3046,VIC,Australia,9,2017-10-07,False,Approved,Solex,Standard,medium,medium,441.49,84.99,41064.0,Mussington,Mussington,Female,6.0,1964-08-23,Structural Engineer,Manufacturing,Mass Customer,No,Yes,11.0
13917,2502,77410 Bluejay Street,3046,VIC,Australia,9,2017-04-10,False,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,38216.0,Mussington,Mussington,Female,6.0,1964-08-23,Structural Engineer,Manufacturing,Mass Customer,No,Yes,11.0
13918,2502,77410 Bluejay Street,3046,VIC,Australia,9,2017-03-15,True,Approved,Solex,Standard,medium,large,1071.23,380.74,36334.0,Mussington,Mussington,Female,6.0,1964-08-23,Structural Engineer,Manufacturing,Mass Customer,No,Yes,11.0
13919,2502,77410 Bluejay Street,3046,VIC,Australia,9,2017-02-23,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,38482.0,Mussington,Mussington,Female,6.0,1964-08-23,Structural Engineer,Manufacturing,Mass Customer,No,Yes,11.0
13920,2503,62 Doe Crossing Junction,2760,NSW,Australia,7,2017-09-13,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,41345.0,Laneham,Laneham,Male,80.0,1967-07-16,Budget/Accounting Analyst I,Health,Affluent Customer,No,Yes,10.0
13921,2503,62 Doe Crossing Junction,2760,NSW,Australia,7,2017-03-27,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,34143.0,Laneham,Laneham,Male,80.0,1967-07-16,Budget/Accounting Analyst I,Health,Affluent Customer,No,Yes,10.0
13922,2503,62 Doe Crossing Junction,2760,NSW,Australia,7,2017-03-16,True,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38482.0,Laneham,Laneham,Male,80.0,1967-07-16,Budget/Accounting Analyst I,Health,Affluent Customer,No,Yes,10.0
13923,2503,62 Doe Crossing Junction,2760,NSW,Australia,7,2017-01-25,False,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0,Laneham,Laneham,Male,80.0,1967-07-16,Budget/Accounting Analyst I,Health,Affluent Customer,No,Yes,10.0
13929,2505,30 Redwing Pass,2112,NSW,Australia,11,2017-12-18,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0,McCarry,McCarry,Female,45.0,1980-08-25,VP Marketing,Financial Services,High Net Worth,No,No,3.0
13930,2505,30 Redwing Pass,2112,NSW,Australia,11,2017-12-12,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334.0,McCarry,McCarry,Female,45.0,1980-08-25,VP Marketing,Financial Services,High Net Worth,No,No,3.0
13931,2505,30 Redwing Pass,2112,NSW,Australia,11,2017-09-14,True,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0,McCarry,McCarry,Female,45.0,1980-08-25,VP Marketing,Financial Services,High Net Worth,No,No,3.0
13932,2505,30 Redwing Pass,2112,NSW,Australia,11,2017-06-29,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,McCarry,McCarry,Female,45.0,1980-08-25,VP Marketing,Financial Services,High Net Worth,No,No,3.0
13933,2505,30 Redwing Pass,2112,NSW,Australia,11,2017-04-03,True,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0,McCarry,McCarry,Female,45.0,1980-08-25,VP Marketing,Financial Services,High Net Worth,No,No,3.0
13934,2505,30 Redwing Pass,2112,NSW,Australia,11,2017-03-30,True,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838.0,McCarry,McCarry,Female,45.0,1980-08-25,VP Marketing,Financial Services,High Net Worth,No,No,3.0
13935,2505,30 Redwing Pass,2112,NSW,Australia,11,2017-02-14,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0,McCarry,McCarry,Female,45.0,1980-08-25,VP Marketing,Financial Services,High Net Worth,No,No,3.0
13936,2505,30 Redwing Pass,2112,NSW,Australia,11,2017-02-04,True,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226.0,McCarry,McCarry,Female,45.0,1980-08-25,VP Marketing,Financial Services,High Net Worth,No,No,3.0
13937,2505,30 Redwing Pass,2112,NSW,Australia,11,2017-01-11,False,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39526.0,McCarry,McCarry,Female,45.0,1980-08-25,VP Marketing,Financial Services,High Net Worth,No,No,3.0
13942,2507,60 Banding Terrace,2880,NSW,Australia,1,2017-11-13,False,Approved,Solex,Standard,medium,medium,1577.53,826.51,40336.0,Galilee,Galilee,Female,77.0,1986-06-25,Biostatistician III,Health,Affluent Customer,No,Yes,8.0
13943,2507,60 Banding Terrace,2880,NSW,Australia,1,2017-08-22,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,41848.0,Galilee,Galilee,Female,77.0,1986-06-25,Biostatistician III,Health,Affluent Customer,No,Yes,8.0
13944,2507,60 Banding Terrace,2880,NSW,Australia,1,2017-06-11,False,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,41922.0,Galilee,Galilee,Female,77.0,1986-06-25,Biostatistician III,Health,Affluent Customer,No,Yes,8.0
13945,2507,60 Banding Terrace,2880,NSW,Australia,1,2017-01-22,False,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,42295.0,Galilee,Galilee,Female,77.0,1986-06-25,Biostatistician III,Health,Affluent Customer,No,Yes,8.0
13956,2509,53 Anthes Point,4341,QLD,Australia,2,2017-12-05,False,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779.0,Beadles,Beadles,Male,99.0,1971-07-07,Help Desk Technician,Financial Services,Mass Customer,No,No,7.0
13957,2509,53 Anthes Point,4341,QLD,Australia,2,2017-11-08,True,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226.0,Beadles,Beadles,Male,99.0,1971-07-07,Help Desk Technician,Financial Services,Mass Customer,No,No,7.0
13958,2509,53 Anthes Point,4341,QLD,Australia,2,2017-09-29,False,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0,Beadles,Beadles,Male,99.0,1971-07-07,Help Desk Technician,Financial Services,Mass Customer,No,No,7.0
13959,2509,53 Anthes Point,4341,QLD,Australia,2,2017-09-12,False,Approved,Solex,Standard,medium,large,202.62,151.96,42458.0,Beadles,Beadles,Male,99.0,1971-07-07,Help Desk Technician,Financial Services,Mass Customer,No,No,7.0
13960,2509,53 Anthes Point,4341,QLD,Australia,2,2017-07-10,False,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0,Beadles,Beadles,Male,99.0,1971-07-07,Help Desk Technician,Financial Services,Mass Customer,No,No,7.0
13961,2509,53 Anthes Point,4341,QLD,Australia,2,2017-06-16,False,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0,Beadles,Beadles,Male,99.0,1971-07-07,Help Desk Technician,Financial Services,Mass Customer,No,No,7.0
13962,2509,53 Anthes Point,4341,QLD,Australia,2,2017-06-07,True,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0,Beadles,Beadles,Male,99.0,1971-07-07,Help Desk Technician,Financial Services,Mass Customer,No,No,7.0
13963,2509,53 Anthes Point,4341,QLD,Australia,2,2017-04-27,True,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,Beadles,Beadles,Male,99.0,1971-07-07,Help Desk Technician,Financial Services,Mass Customer,No,No,7.0
13964,2510,0 Mosinee Lane,3250,VIC,Australia,4,2017-09-10,False,Approved,Solex,Standard,medium,medium,1163.89,589.27,40487.0,Lowdham,Lowdham,Male,43.0,1973-04-10,Human Resources Manager,Manufacturing,Mass Customer,No,Yes,7.0
13965,2510,0 Mosinee Lane,3250,VIC,Australia,4,2017-08-25,False,Approved,Solex,Standard,medium,medium,1577.53,826.51,40779.0,Lowdham,Lowdham,Male,43.0,1973-04-10,Human Resources Manager,Manufacturing,Mass Customer,No,Yes,7.0
13966,2510,0 Mosinee Lane,3250,VIC,Australia,4,2017-04-26,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41533.0,Lowdham,Lowdham,Male,43.0,1973-04-10,Human Resources Manager,Manufacturing,Mass Customer,No,Yes,7.0
13967,2510,0 Mosinee Lane,3250,VIC,Australia,4,2017-04-01,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,36668.0,Lowdham,Lowdham,Male,43.0,1973-04-10,Human Resources Manager,Manufacturing,Mass Customer,No,Yes,7.0
13968,2510,0 Mosinee Lane,3250,VIC,Australia,4,2017-03-27,False,Approved,Solex,Standard,medium,medium,478.16,298.72,41245.0,Lowdham,Lowdham,Male,43.0,1973-04-10,Human Resources Manager,Manufacturing,Mass Customer,No,Yes,7.0
13969,2510,0 Mosinee Lane,3250,VIC,Australia,4,2017-03-18,True,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,37874.0,Lowdham,Lowdham,Male,43.0,1973-04-10,Human Resources Manager,Manufacturing,Mass Customer,No,Yes,7.0
13970,2511,9 Caliangt Park,2087,NSW,Australia,11,2017-11-28,False,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,42218.0,Daulby,Daulby,Male,20.0,1991-07-12,Technical Writer,Financial Services,Mass Customer,No,Yes,4.0
13971,2511,9 Caliangt Park,2087,NSW,Australia,11,2017-10-14,True,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,35667.0,Daulby,Daulby,Male,20.0,1991-07-12,Technical Writer,Financial Services,Mass Customer,No,Yes,4.0
13972,2511,9 Caliangt Park,2087,NSW,Australia,11,2017-07-30,True,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,38693.0,Daulby,Daulby,Male,20.0,1991-07-12,Technical Writer,Financial Services,Mass Customer,No,Yes,4.0
13973,2511,9 Caliangt Park,2087,NSW,Australia,11,2017-01-25,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36833.0,Daulby,Daulby,Male,20.0,1991-07-12,Technical Writer,Financial Services,Mass Customer,No,Yes,4.0
13980,2513,6534 New Castle Plaza,2033,NSW,Australia,12,2017-09-15,False,Approved,Solex,Road,medium,large,1777.8,820.78,40670.0,Ligoe,Ligoe,Male,55.0,1978-07-31,Structural Analysis Engineer,Property,Mass Customer,No,No,12.0
13981,2513,6534 New Castle Plaza,2033,NSW,Australia,12,2017-08-26,True,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0,Ligoe,Ligoe,Male,55.0,1978-07-31,Structural Analysis Engineer,Property,Mass Customer,No,No,12.0
13982,2513,6534 New Castle Plaza,2033,NSW,Australia,12,2017-07-25,False,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549.0,Ligoe,Ligoe,Male,55.0,1978-07-31,Structural Analysis Engineer,Property,Mass Customer,No,No,12.0
13983,2513,6534 New Castle Plaza,2033,NSW,Australia,12,2017-07-11,False,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0,Ligoe,Ligoe,Male,55.0,1978-07-31,Structural Analysis Engineer,Property,Mass Customer,No,No,12.0
13984,2513,6534 New Castle Plaza,2033,NSW,Australia,12,2017-05-28,True,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0,Ligoe,Ligoe,Male,55.0,1978-07-31,Structural Analysis Engineer,Property,Mass Customer,No,No,12.0
13985,2513,6534 New Castle Plaza,2033,NSW,Australia,12,2017-05-12,True,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0,Ligoe,Ligoe,Male,55.0,1978-07-31,Structural Analysis Engineer,Property,Mass Customer,No,No,12.0
13986,2513,6534 New Castle Plaza,2033,NSW,Australia,12,2017-03-04,False,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455.0,Ligoe,Ligoe,Male,55.0,1978-07-31,Structural Analysis Engineer,Property,Mass Customer,No,No,12.0
13987,2514,6 Hoard Plaza,3111,VIC,Australia,10,2017-11-14,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,37659.0,Sayer,Sayer,Male,25.0,1975-08-11,Senior Financial Analyst,Financial Services,High Net Worth,No,Yes,17.0
13988,2514,6 Hoard Plaza,3111,VIC,Australia,10,2017-09-12,False,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,37668.0,Sayer,Sayer,Male,25.0,1975-08-11,Senior Financial Analyst,Financial Services,High Net Worth,No,Yes,17.0
13989,2514,6 Hoard Plaza,3111,VIC,Australia,10,2017-07-24,False,Approved,Solex,Standard,low,medium,1289.85,74.51,38991.0,Sayer,Sayer,Male,25.0,1975-08-11,Senior Financial Analyst,Financial Services,High Net Worth,No,Yes,17.0
13993,2516,1127 Artisan Parkway,4070,QLD,Australia,5,2017-10-08,True,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0,Kiddye,Kiddye,Female,42.0,1967-05-27,Registered Nurse,Health,Mass Customer,No,No,19.0
13994,2516,1127 Artisan Parkway,4070,QLD,Australia,5,2017-07-15,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0,Kiddye,Kiddye,Female,42.0,1967-05-27,Registered Nurse,Health,Mass Customer,No,No,19.0
13995,2516,1127 Artisan Parkway,4070,QLD,Australia,5,2017-01-31,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,Kiddye,Kiddye,Female,42.0,1967-05-27,Registered Nurse,Health,Mass Customer,No,No,19.0
13996,2517,23478 Ramsey Pass,2760,NSW,Australia,6,2017-08-07,False,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41064.0,Kegan,Kegan,Female,1.0,1978-10-19,Research Nurse,Health,Mass Customer,No,Yes,9.0
13997,2517,23478 Ramsey Pass,2760,NSW,Australia,6,2017-07-27,True,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,38750.0,Kegan,Kegan,Female,1.0,1978-10-19,Research Nurse,Health,Mass Customer,No,Yes,9.0
13998,2517,23478 Ramsey Pass,2760,NSW,Australia,6,2017-03-03,False,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,37698.0,Kegan,Kegan,Female,1.0,1978-10-19,Research Nurse,Health,Mass Customer,No,Yes,9.0
14004,2519,685 International Lane,4825,QLD,Australia,2,2017-09-13,True,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42710.0,Dalliston,Dalliston,Male,76.0,1979-10-17,Senior Developer,Manufacturing,Mass Customer,No,Yes,5.0
14005,2519,685 International Lane,4825,QLD,Australia,2,2017-07-09,True,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,42560.0,Dalliston,Dalliston,Male,76.0,1979-10-17,Senior Developer,Manufacturing,Mass Customer,No,Yes,5.0
14006,2519,685 International Lane,4825,QLD,Australia,2,2017-05-20,True,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,42226.0,Dalliston,Dalliston,Male,76.0,1979-10-17,Senior Developer,Manufacturing,Mass Customer,No,Yes,5.0
14007,2519,685 International Lane,4825,QLD,Australia,2,2017-05-11,True,Approved,WeareA2B,Standard,medium,small,175.89,131.92,42295.0,Dalliston,Dalliston,Male,76.0,1979-10-17,Senior Developer,Manufacturing,Mass Customer,No,Yes,5.0
14008,2520,6188 Anniversary Circle,4551,QLD,Australia,6,2017-12-19,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,37874.0,Skett,Skett,Male,71.0,1974-05-27,Accountant III,Retail,Affluent Customer,No,Yes,10.0
14009,2520,6188 Anniversary Circle,4551,QLD,Australia,6,2017-11-22,False,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,35378.0,Skett,Skett,Male,71.0,1974-05-27,Accountant III,Retail,Affluent Customer,No,Yes,10.0
14010,2520,6188 Anniversary Circle,4551,QLD,Australia,6,2017-07-07,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,37626.0,Skett,Skett,Male,71.0,1974-05-27,Accountant III,Retail,Affluent Customer,No,Yes,10.0
14011,2520,6188 Anniversary Circle,4551,QLD,Australia,6,2017-06-07,True,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,33259.0,Skett,Skett,Male,71.0,1974-05-27,Accountant III,Retail,Affluent Customer,No,Yes,10.0
14012,2520,6188 Anniversary Circle,4551,QLD,Australia,6,2017-01-04,False,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,35667.0,Skett,Skett,Male,71.0,1974-05-27,Accountant III,Retail,Affluent Customer,No,Yes,10.0
14013,2521,3 American Ash Parkway,3342,VIC,Australia,7,2017-06-05,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,36334.0,Martugin,Martugin,Female,35.0,1999-08-29,Chemical Engineer,Manufacturing,High Net Worth,No,Yes,3.0
14014,2521,3 American Ash Parkway,3342,VIC,Australia,7,2017-03-27,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36833.0,Martugin,Martugin,Female,35.0,1999-08-29,Chemical Engineer,Manufacturing,High Net Worth,No,Yes,3.0
14015,2521,3 American Ash Parkway,3342,VIC,Australia,7,2017-01-14,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,35052.0,Martugin,Martugin,Female,35.0,1999-08-29,Chemical Engineer,Manufacturing,High Net Worth,No,Yes,3.0
14023,2523,9 Oak Park,4205,QLD,Australia,4,2017-12-16,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,37873.0,Shewery,Shewery,Female,28.0,1961-10-29,VP Marketing,Financial Services,Mass Customer,No,Yes,9.0
14024,2523,9 Oak Park,4205,QLD,Australia,4,2017-11-14,True,Approved,Solex,Standard,medium,medium,441.49,84.99,35470.0,Shewery,Shewery,Female,28.0,1961-10-29,VP Marketing,Financial Services,Mass Customer,No,Yes,9.0
14025,2523,9 Oak Park,4205,QLD,Australia,4,2017-11-06,True,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,42295.0,Shewery,Shewery,Female,28.0,1961-10-29,VP Marketing,Financial Services,Mass Customer,No,Yes,9.0
14026,2523,9 Oak Park,4205,QLD,Australia,4,2017-10-15,True,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,37220.0,Shewery,Shewery,Female,28.0,1961-10-29,VP Marketing,Financial Services,Mass Customer,No,Yes,9.0
14027,2523,9 Oak Park,4205,QLD,Australia,4,2017-09-14,False,Approved,Solex,Standard,medium,medium,441.49,84.99,37668.0,Shewery,Shewery,Female,28.0,1961-10-29,VP Marketing,Financial Services,Mass Customer,No,Yes,9.0
14028,2523,9 Oak Park,4205,QLD,Australia,4,2017-09-14,True,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,38216.0,Shewery,Shewery,Female,28.0,1961-10-29,VP Marketing,Financial Services,Mass Customer,No,Yes,9.0
14029,2523,9 Oak Park,4205,QLD,Australia,4,2017-08-08,True,Approved,Solex,Standard,medium,medium,71.49,53.62,41167.0,Shewery,Shewery,Female,28.0,1961-10-29,VP Marketing,Financial Services,Mass Customer,No,Yes,9.0
14030,2523,9 Oak Park,4205,QLD,Australia,4,2017-02-09,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,38002.0,Shewery,Shewery,Female,28.0,1961-10-29,VP Marketing,Financial Services,Mass Customer,No,Yes,9.0
14031,2523,9 Oak Park,4205,QLD,Australia,4,2017-01-09,False,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,42560.0,Shewery,Shewery,Female,28.0,1961-10-29,VP Marketing,Financial Services,Mass Customer,No,Yes,9.0
14032,2524,82 Lukken Lane,2190,NSW,Australia,10,2017-06-29,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,34586.0,Kingsland,Kingsland,Male,84.0,1969-05-29,Help Desk Technician,Retail,Mass Customer,No,Yes,8.0
14033,2524,82 Lukken Lane,2190,NSW,Australia,10,2017-04-06,False,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,36334.0,Kingsland,Kingsland,Male,84.0,1969-05-29,Help Desk Technician,Retail,Mass Customer,No,Yes,8.0
14034,2524,82 Lukken Lane,2190,NSW,Australia,10,2017-03-28,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,37626.0,Kingsland,Kingsland,Male,84.0,1969-05-29,Help Desk Technician,Retail,Mass Customer,No,Yes,8.0
14035,2524,82 Lukken Lane,2190,NSW,Australia,10,2017-02-19,False,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0,Kingsland,Kingsland,Male,84.0,1969-05-29,Help Desk Technician,Retail,Mass Customer,No,Yes,8.0
14036,2524,82 Lukken Lane,2190,NSW,Australia,10,2017-02-15,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,38647.0,Kingsland,Kingsland,Male,84.0,1969-05-29,Help Desk Technician,Retail,Mass Customer,No,Yes,8.0
14037,2524,82 Lukken Lane,2190,NSW,Australia,10,2017-01-25,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,39031.0,Kingsland,Kingsland,Male,84.0,1969-05-29,Help Desk Technician,Retail,Mass Customer,No,Yes,8.0
14038,2525,88551 Hollow Ridge Pass,3500,VIC,Australia,2,2017-03-02,False,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779.0,Ison,Ison,Male,25.0,1992-10-03,Cost Accountant,Financial Services,Mass Customer,No,No,8.0
14039,2526,283 Claremont Hill,2138,NSW,Australia,9,2017-11-07,True,Approved,Solex,Standard,medium,medium,441.49,84.99,34071.0,Dopson,Dopson,Male,89.0,1969-02-01,Software Test Engineer II,Manufacturing,Mass Customer,No,No,8.0
